Mã khách hàng,Tài khoản,Trạng thái xác minh,Pause date,Mã đơn vị tiền tệ,Spend (last 7 days),Spend(last 7 days) (Converted currency),Hồ sơ thanh toán,Người quản lý trực tiếp,Mã khách hàng của người quản lý trực tiếp,Ad disclosure name,Ad disclosure country,Verification type
226-002-9444,60 DAT28,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,LIE 232 Hùng + Phúc 60% tín mới,189-877-5696, --, --, --
999-949-0111,phuc 32,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,LIE 232 Hùng + Phúc 60% tín mới,189-877-5696, --, --, --
730-744-7705,Account_25_15:31,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,CAFE 1,290-302-7290, --, --, --
983-019-8370,14/11 Uyên 23z,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,01","US$0,01", --,CATS 4,697-575-0819, --, --, --
741-408-1113,Account_63_14:24,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,LYLY 2,126-326-9686, --, --, --
844-739-5095,Account_17_14:12,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,Tôi Yêu GG 4 Phúc 60% XTĐ,407-989-0100, --, --, --
724-145-1995,Account_57_14:41,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,TOM 1,703-402-8666, --, --, --
882-378-1056,Chinh (-5) 14/11 38,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,OK 8,188-599-3543, --, --, --
965-469-5270,Quan 58 (-5),Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,68","US$0,68", --,OK 8,188-599-3543, --, --, --
776-755-3697,xuan_thach_1511_12,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,TOM 2,308-484-1049, --, --, --
306-008-7339,Account_73_14:50,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,TOM 1,703-402-8666, --, --, --
713-609-2448,Account_19_14:22,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,46","US$0,46", --,PHUC XDT 60%,489-739-6170, --, --, --
315-075-2592,Xuan_Lanh 06 limit 15,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,TOM 2,308-484-1049, --, --, --
791-350-7444,AOE 0156,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"10,68","US$10,68", --,MCC KITABAKA,604-575-0835, --, --, --
771-314-3770,Kính Vạn Bông 1,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,MCC 50 TK,286-349-7958, --, --, --
190-327-7166,Account_13/11 DA15,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,11","US$0,11", --,CATS,980-219-3341, --, --, --
736-874-1394,US_USD,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"3,67","US$3,67", --,RAP Phúc 60% XTĐ,571-560-5907, --, --, --
840-298-9725,XuânManh_65 đã xóa limit,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"1,94","US$1,94", --,TOM 2,308-484-1049, --, --, --
542-832-9454,Account_6_10:45,Chưa bắt đầu – việc cần làm,"15 thg 11, 2024",USD,"0,00","US$0,00", --,MAICO 4,512-612-2347, --, --, --
898-473-5499,us28_xuan55%_da29_2$,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"1,09","US$1,09", --,MCC_US_USD XTD 55% T11 03,392-194-2982, --, --, --
451-314-1031,Account_32_13:57,Chưa bắt đầu – việc cần làm,"15 thg 11, 2024",USD,"0,00","US$0,00", --,ANTAY 1,252-804-6637, --, --, --
667-286-1864,Chinh 03,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,02","US$0,02", --,XTD Chinh 60%,571-049-5280, --, --, --
726-799-3080,xuan_thach_1511_04,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,18","US$0,18", --,TOM 2,308-484-1049, --, --, --
872-049-6376,T11 Russia 06,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,MCC_US_USD XTD 55% T11 02,636-579-6691, --, --, --
455-684-7529,DAT45,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"1,37","US$1,37", --,MCC_US_USD 5 Hùng 60% XTĐ,112-636-5291, --, --, --
221-512-1911,Account_7_15:56,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,LIE 2,973-518-3905, --, --, --
847-978-4392,Account_28_08:48,Chưa bắt đầu – việc cần làm,"14 thg 11, 2024",USD,"0,00","US$0,00", --,LIE 8 LUCKY,357-713-6860, --, --, --
607-183-7037,Nhím 4 - mồi cđ,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,69","US$0,69", --,OK 2,239-832-3954, --, --, --
127-872-9935,XCK-26,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"103,34","US$103,34", --,BLUM 2,601-828-1074, --, --, --
346-298-0342,B 07,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,HAM 1,690-343-2156, --, --, --
953-026-0943,Account_99_15:03,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,TOM,337-604-4931, --, --, --
124-095-2039,Account_10_15:58,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,LIE 2,973-518-3905, --, --, --
231-025-3703,Account_40_16:52,Chưa bắt đầu – việc cần làm,"15 thg 11, 2024",USD,"0,00","US$0,00", --,MAICO 1,971-980-0129, --, --, --
872-316-5142,Account_66_13:14,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,TOM 1,703-402-8666, --, --, --
529-471-4268,Account_99_16:06,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,OK 9,588-173-4213, --, --, --
448-668-6952,CK55 SOI 37 2$,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,MCC_US_USD XTD 55% T11 03,392-194-2982, --, --, --
132-741-6486,Account_21_12:29,Chưa bắt đầu – việc cần làm,"15 thg 11, 2024",USD,"0,00","US$0,00", --,ANTAY 1,252-804-6637, --, --, --
166-886-3547,Chinh 14,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"2,01","US$2,01", --,MEME,977-828-5088, --, --, --
270-722-5678,Account_21_14:34 K,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,21","US$0,21", --,LI 3,468-916-0549, --, --, --
119-161-2948,Account_74_13:18,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,TOM 1,703-402-8666, --, --, --
128-347-9241,Account_19_13:46,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,CAFE 1,290-302-7290, --, --, --
470-776-6196,thuy 26,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,PHUC XDT 60%,489-739-6170, --, --, --
272-685-6527,Account_100_16:33,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,HAM 6,869-228-1401, --, --, --
605-082-2629,Account_1_22:09,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,Tôi Yêu GG 4 Phúc 60% XTĐ,407-989-0100, --, --, --
634-243-7891,phuc 2 - thuy,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,LIE 232 Hùng + Phúc 60% tín mới,189-877-5696, --, --, --
710-787-8421,Account_15_10:57,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,74","US$0,74", --,LYLY 1,606-596-8084, --, --, --
586-898-5225,Account_27_14:28,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,BLUM 3,191-861-1701, --, --, --
538-132-6248,1104-16,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,03","US$0,03", --,CAFE 2,912-637-8737, --, --, --
981-312-4693,Trường Ham_083,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,11","US$0,11", --,HAM 3,733-726-6588, --, --, --
606-345-7184,Account_99_10:04,Chưa bắt đầu – việc cần làm,"15 thg 11, 2024",USD,"0,00","US$0,00", --,MAICO 4,512-612-2347, --, --, --
238-252-3190,XuânManh_70 limit 15/11,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,99","US$0,99", --,TOM 2,308-484-1049, --, --, --
859-345-6644,Account_20_13:46,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,CAFE 1,290-302-7290, --, --, --
214-453-1039,Xuân - T11 - 38,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,09","US$0,09", --,CATS 3,672-444-7933, --, --, --
725-227-7431,US_USD-69,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"1,00","US$1,00", --,MCC_US_USD 8,445-996-7135, --, --, --
880-156-4660,Account_30_09:09,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,CATS,980-219-3341, --, --, --
865-643-6517,Account_32_16:12,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"2,14","US$2,14", --,LYLY 1,606-596-8084, --, --, --
440-688-0235,Account_86_12:48 K,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,22","US$0,22", --,LI 3,468-916-0549, --, --, --
786-967-8954,CORE I9,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,MCC 48 TK 335,833-832-2725, --, --, --
306-264-6407,Trường LIE32_09,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,LIE 32,560-644-8427, --, --, --
112-021-6345,Account_2_11:21,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,LYLY 5,910-455-2980, --, --, --
939-141-3198,Account_10_19:48,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,Tôi Yêu GG 3 Sáng 60% XTĐ,721-546-1311, --, --, --
771-633-1723,Account_21_10:30,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,I LOVE GOOGLE 1,345-512-8193, --, --, --
977-592-2729,Account_91_12:50,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,Tôi Yêu GG 4 Phúc 60% XTĐ,407-989-0100, --, --, --
802-529-3021,Heo 3 - mồi cd,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,53","US$0,53", --,OK 2,239-832-3954, --, --, --
282-084-0242,Account_10_11:00,Chưa bắt đầu – việc cần làm,"14 thg 11, 2024",USD,"0,00","US$0,00", --,CAFE 4,601-118-1698, --, --, --
781-655-8954,DIẾN 1005 = 36%,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,LIE 9 A.Tùng Mừng Em Chở Về,727-844-1244, --, --, --
688-368-3092,Xuan_Van 07 limit 15/11,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"1,28","US$1,28", --,TOM 2,308-484-1049, --, --, --
501-719-9401,Xuân - T11 - 94,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,59","US$0,59", --,CATS 3,672-444-7933, --, --, --
567-243-1778,sao - 20,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,DOGS 1,952-559-9586, --, --, --
557-872-5152,Account_81_14:56,Chưa bắt đầu – việc cần làm,"14 thg 11, 2024",USD,"0,00","US$0,00", --,PHUC XDT 60%-2,955-688-6195, --, --, --
194-237-7156,Account_11_10:17,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,04","US$0,04", --,MCC 50 TK Hoàng,620-496-2354, --, --, --
832-737-1515,Account_1_12:11,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,LYLY 2,126-326-9686, --, --, --
490-023-9891,Account_68_14:47,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,TOM 1,703-402-8666, --, --, --
205-352-7227,Chinh 13,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,62","US$0,62", --,MEME,977-828-5088, --, --, --
448-171-3515,XCK-18,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"64,85","US$64,85", --,BLUM 2,601-828-1074, --, --, --
988-998-6503,Account_4_11:23,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,LYLY 6 Sher Lẻ,611-301-4793, --, --, --
783-787-7878,CK55 SOI 18 2$,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,86","US$0,86", --,MCC_US_USD XTD 55% T11 02,636-579-6691, --, --, --
158-693-2782,B 20,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"1,22","US$1,22", --,HAM 1,690-343-2156, --, --, --
902-240-9370,Account_52_14:38,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,TOM 1,703-402-8666, --, --, --
934-476-7466,Account_36_20:03,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,Tôi Yêu GG 4 Phúc 60% XTĐ,407-989-0100, --, --, --
833-814-5884,AOE 0156,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,MCC KITABAKA,604-575-0835, --, --, --
921-154-5688,Account_47_14:36,Chưa bắt đầu – việc cần làm,"14 thg 11, 2024",USD,"0,00","US$0,00", --,HAM 6,869-228-1401, --, --, --
293-647-4829,Trường lie_12,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,LIE 2,843-411-8468, --, --, --
972-448-7970,Account_16_12:07 KT,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,23","US$0,23", --,LI 3,468-916-0549, --, --, --
986-911-2054,Account_76_11:30,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,DOGS 1,952-559-9586, --, --, --
716-905-0113,Vũ 9,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,LIE 9 A.Tùng Mừng Em Chở Về,727-844-1244, --, --, --
525-148-6298,Account_39_14:32,Chưa bắt đầu – việc cần làm,"14 thg 11, 2024",USD,"0,00","US$0,00", --,PHUC XDT 60%-2,955-688-6195, --, --, --
572-872-6494,Account_3_15:56,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,AIRDROP MCBEO4,621-456-3105, --, --, --
159-238-0017,Xuân - T11 - 90,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,10","US$0,10", --,CATS 3,672-444-7933, --, --, --
199-117-2462,Account_80_15:56,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,TOM,337-604-4931, --, --, --
602-839-8178,Account_99_14:45,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,LYLY 4,573-212-4458, --, --, --
210-314-4350,Account_13_22:16,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,Tôi Yêu GG 4 Phúc 60% XTĐ,407-989-0100, --, --, --
290-873-0813,Account_2_08:31,Chưa bắt đầu – việc cần làm,"14 thg 11, 2024",USD,"0,00","US$0,00", --,LIE 8 LUCKY,357-713-6860, --, --, --
707-450-3703,Xuân - T11 - 51,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,04","US$0,04", --,CATS 3,672-444-7933, --, --, --
841-958-0149,Account_5_13:38,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,TOM 1,703-402-8666, --, --, --
325-754-7713,sao - 09,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,DOGS 1,952-559-9586, --, --, --
590-214-3376,Account_70_13:16,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,TOM 1,703-402-8666, --, --, --
355-117-2590,US_USD 2$,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,44","US$0,44", --,MCC_US_USD 3 Sáng 60% XTĐ,110-599-1119, --, --, --
272-861-2698,CORE I9,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,MCC 48 TK 335,833-832-2725, --, --, --
401-620-5682,Tu hevi 08 (-5) 2$ ok,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"13,53","US$13,53", --,MEME,977-828-5088, --, --, --
333-121-9674,Xuân - T11 - 69,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,05","US$0,05", --,CATS 3,672-444-7933, --, --, --
769-632-0698,Account_MCC OK1 - 13/11 DA2,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"3,00","US$3,00", --,OK 1,234-307-8968, --, --, --
617-266-3845,Trường LIE32_13,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,LIE 32,560-644-8427, --, --, --
749-754-9586,Trường LIE32_17,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,LIE 32,560-644-8427, --, --, --
174-554-2833,CK55 SOI 22,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,MCC_US_USD XTD 55% T11 03,392-194-2982, --, --, --
630-385-0472,xtd-14,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"3,59","US$3,59", --,BLUM 1,665-398-6627, --, --, --
404-246-4000,Account_32_12:56,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,OK 10,804-513-8546, --, --, --
771-297-1649,Xuan Hung 04,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,Tôi Yêu GG 7,948-882-5078, --, --, --
911-058-4599,AOE 0156,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,MCC KITABAKA,604-575-0835, --, --, --
984-600-1025,Account_19_15:45,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,10","US$0,10", --,BLUM 3,191-861-1701, --, --, --
470-826-4582,Account_12_13:29,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,LYLY 4,573-212-4458, --, --, --
612-290-3919,X_217,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"1,23","US$1,23", --,HAM 4,872-539-0376, --, --, --
411-430-8870,US_USD,Chưa bắt đầu – việc cần làm,"14 thg 12, 2024",USD,"0,00","US$0,00", --,MCC_US_USD 7,151-719-9666, --, --, --
827-438-5811,Chú Thỏ Nhỏ,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,MCC tabo,485-580-8990, --, --, --
729-007-8972,X CK_13,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,LIE 32,560-644-8427, --, --, --
265-642-9264,Account_44_12:42,Chưa bắt đầu – việc cần làm,"14 thg 11, 2024",USD,"0,00","US$0,00", --,CAFE 4,601-118-1698, --, --, --
497-905-2680,Account_85_16:24,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,TOM,337-604-4931, --, --, --
344-221-3705,Xuân - T11 - 28,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,03","US$0,03", --,CATS 3,672-444-7933, --, --, --
523-687-4280,Account_100_11:45,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"1,56","US$1,56", --,PHUC XDT 60%,489-739-6170, --, --, --
425-849-9825,Account_43_16:19,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,AIRDROP MCBEO4,621-456-3105, --, --, --
575-072-6323,Account_82_15:00,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,PHUC XDT 60%,489-739-6170, --, --, --
369-427-5990,Account_10_11:12,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,LYLY 4,573-212-4458, --, --, --
374-753-2172,Aspire 0012,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,MCC BALAU,729-195-3348, --, --, --
290-153-7815,Account_11_22:15,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,Tôi Yêu GG 4 Phúc 60% XTĐ,407-989-0100, --, --, --
266-995-6566,Account_13_10:55,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"1,50","US$1,50", --,LYLY 1,606-596-8084, --, --, --
164-445-5017,Account_42_16:18,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,LYLY 2,126-326-9686, --, --, --
674-234-0588,XCK-40,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,22","US$0,22", --,BLUM 2,601-828-1074, --, --, --
452-474-7615,Account_13/11 Uyên 03z KV Lên,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,CATS 1,910-147-0878, --, --, --
423-843-7733,Trường Ham_059,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,99","US$0,99", --,HAM 3,733-726-6588, --, --, --
802-964-2298,Trường Ham_063,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,73","US$0,73", --,HAM 3,733-726-6588, --, --, --
512-092-0049,Account_MCC OK1 - 13/11 DA11,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,OK 1,234-307-8968, --, --, --
976-486-3707,phuc 37,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,LIE 232 Hùng + Phúc 60% tín mới,189-877-5696, --, --, --
865-523-3586,Account_59_14:22,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,LYLY 2,126-326-9686, --, --, --
182-781-3105,US_USD,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,MCC_US_USD 1,374-402-1731, --, --, --
498-415-1896,Account_24_12:31,Chưa bắt đầu – việc cần làm,"15 thg 11, 2024",USD,"0,00","US$0,00", --,ANTAY 1,252-804-6637, --, --, --
358-267-6709,XuânManh_57 đã xóa limit,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"1,15","US$1,15", --,TOM 2,308-484-1049, --, --, --
603-788-6392,Account_19_14:14 K,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,22","US$0,22", --,LI 3,468-916-0549, --, --, --
989-955-6993,Account_27_12:13 KT,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,21","US$0,21", --,LI 3,468-916-0549, --, --, --
391-829-9198,Account_24_13:49,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,HAM 6,869-228-1401, --, --, --
330-322-6939,Trường Ham_057,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,59","US$0,59", --,HAM 3,733-726-6588, --, --, --
359-909-2178,JP_USD_ Sung 21,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,MCC_US_USD XTD 55% T11 03,392-194-2982, --, --, --
938-280-7323,JP_USD_ Sung 03 ok đang chạy,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"44,65","US$44,65", --,MEME,977-828-5088, --, --, --
701-790-4476,Account_34_08:52,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,MCC 50 TK HOÀNG,187-719-3803, --, --, --
612-806-7444,MPT1,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,DOGS,238-859-3642, --, --, --
622-403-5243,Account_31_15:06,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,LIE 2,973-518-3905, --, --, --
542-265-2415,TU 81 (-5) 2$,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,72","US$0,72", --,OK 8,188-599-3543, --, --, --
896-320-7572,Account_48_13:34,Chưa bắt đầu – việc cần làm,"14 thg 11, 2024",USD,"0,00","US$0,00", --,CAFE 4,601-118-1698, --, --, --
146-595-4990,Heo 6,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,OK 2,239-832-3954, --, --, --
499-005-5905,Account_16_13:44,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,OK 10,804-513-8546, --, --, --
300-434-9645,US_USD,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,MCC_US_USD 3 Sáng 60% XTĐ,110-599-1119, --, --, --
812-220-9354,Account_28_14:25,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,CAFE 1,290-302-7290, --, --, --
353-889-9291,Account_25_15:02,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,LIE 2,973-518-3905, --, --, --
810-369-2539,X_216,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"1,70","US$1,70", --,HAM 4,872-539-0376, --, --, --
909-878-3197,Account_17_14:20,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,OK 1,234-307-8968, --, --, --
557-546-3435,Account_7_14:52,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,LIE 2,973-518-3905, --, --, --
698-371-0780,Nhím 6 - mồi cd,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,20","US$0,20", --,OK 2,239-832-3954, --, --, --
703-797-6966,Xuan Nguyet-17,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,TOM 2,308-484-1049, --, --, --
284-791-2813,US_USD 12,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,MCC_US_USD 3,394-514-8586, --, --, --
723-843-7101,Account_93_10:01,Chưa bắt đầu – việc cần làm,"15 thg 11, 2024",USD,"0,00","US$0,00", --,MAICO 4,512-612-2347, --, --, --
323-744-2123,60 DAT23,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,LIE 232 Hùng + Phúc 60% tín mới,189-877-5696, --, --, --
672-181-8888,Account_62_09:08,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,MCC 50TK DAVILA,993-528-5558, --, --, --
293-208-2997,Account_26_15:03,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,LIE 2,973-518-3905, --, --, --
