Mã khách hàng,Tài khoản,Trạng thái xác minh,Pause date,Mã đơn vị tiền tệ,Spend (last 7 days),Spend(last 7 days) (Converted currency),Hồ sơ thanh toán,Người quản lý trực tiếp,Mã khách hàng của người quản lý trực tiếp,Ad disclosure name,Ad disclosure country,Verification type
606-304-9591,Meo 21,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 5,149-505-5143, --, --, --
364-378-4092,Account_15/11 DA26,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,TIM 3,732-120-1972, --, --, --
698-441-7221,XuanHai-06,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 4,147-610-6142, --, --, --
748-523-0888,Account_5_16:33,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MAICO 1,971-980-0129, --, --, --
368-182-1115,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 4,111-997-4247, --, --, --
311-636-7870,Xuân_Lanh 10,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,Tôi Yêu GG 7,948-882-5078, --, --, --
471-500-7427,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCCmrbeo1,401-832-6891, --, --, --
501-744-9068,CKLT_07,Chưa bắt đầu,Không có,USD,"0,52","US$0,52", --,MCC_US_USD 6,112-880-6144, --, --, --
291-538-2870,US_USD 2$,Chưa bắt đầu,Không có,USD,"0,59","US$0,59", --,MCC_US_USD 3 Sáng 60% XTĐ,110-599-1119, --, --, --
600-790-5791,Account_14_11:47,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MAICO 4,512-612-2347, --, --, --
153-096-0554,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD LUKE,169-032-1492, --, --, --
983-720-2233,CSGO - 222,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC Hoàng,109-986-8652, --, --, --
944-173-1084,US_USD K15,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_U,231-275-4200, --, --, --
424-562-6001,CKTHU_39,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MAICO 2,363-948-0209, --, --, --
168-580-9554,US_USD Van 82,Chưa bắt đầu,Không có,USD,"1,91","US$1,91", --,MCC_US_USD 1,105-318-6986, --, --, --
365-687-0696,TU 70 (-5) 2$,Chưa bắt đầu,Không có,USD,"0,80","US$0,80", --,OK 8,188-599-3543, --, --, --
625-122-1294,Dior-47,Chưa bắt đầu,Không có,USD,"3,91","US$3,91", --,MCC_US_USD 8,114-464-3790, --, --, --
732-959-3176,US_USD thien,Chưa bắt đầu,Không có,USD,"0,94","US$0,94", --,RAP Phúc 60% XTĐ,571-560-5907, --, --, --
910-189-7391,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,RAP 4,392-774-7756, --, --, --
826-128-9747,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 7,420-035-4378, --, --, --
228-046-6029,Account_14_15:26,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,OK 4,334-925-1345, --, --, --
305-675-2801,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 3,394-514-8586, --, --, --
459-217-5117,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCCmrbeo1,401-832-6891, --, --, --
845-762-0954,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,RAP 3,685-606-0190, --, --, --
166-700-0517,US_USD Van 81,Chưa bắt đầu,Không có,USD,"2,44","US$2,44", --,MCC_US_USD 1,105-318-6986, --, --, --
156-167-9743,US_USD Van 62,Chưa bắt đầu,Không có,USD,"2,44","US$2,44", --,MCC_US_USD 1,105-318-6986, --, --, --
416-219-4415,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 7,151-719-9666, --, --, --
635-289-0715,CKTHU_23,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MAICO 2,363-948-0209, --, --, --
910-192-9548,Chú Thỏ Nhỏ,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC tabo,485-580-8990, --, --, --
937-179-6529,Account_5_10:45,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,TIM 3,732-120-1972, --, --, --
633-053-1521,Quan 07 (-5) 2$ OK,Chưa bắt đầu,Không có,USD,"94,27","US$94,27", --,MCC_US_USD 9 Chính 60% XTĐ,116-190-6607, --, --, --
396-592-1844,Chú Thỏ Nhỏ,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC tabo,485-580-8990, --, --, --
576-568-2578,Xuân tóc đỏ - 44,Chưa bắt đầu,Không có,USD,"0,10","US$0,10", --,MCC_US_USD 7,113-723-7064, --, --, --
603-523-5593,US_USD XTD 60 T11 38,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD XTD 55% T11 01,472-472-2611, --, --, --
328-555-3690,US_USD 17,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 8,156-309-0729, --, --, --
610-646-8592,Dior-26,Chưa bắt đầu,Không có,USD,"38,97","US$38,97", --,MCC_US_USD 8,114-464-3790, --, --, --
569-360-8852,Bơ 22,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 5,149-505-5143, --, --, --
291-678-5344,Account_49_10:47,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC 8386 Nga 60% XTĐ,879-624-9825, --, --, --
788-053-9376,Account_35_19:23,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,Tôi Yêu GG 3 Sáng 60% XTĐ,721-546-1311, --, --, --
970-346-5993,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_U,231-275-4200, --, --, --
729-232-0282,thuy 8,Chưa bắt đầu,Không có,USD,"94,97","US$94,97", --,RAP Phúc 60% XTĐ,571-560-5907, --, --, --
945-122-8758,Chú Thỏ Nhỏ,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC tabo,485-580-8990, --, --, --
387-827-9992,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,EN,400-363-4488, --, --, --
511-524-9631,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC MRBEO2,493-356-2599, --, --, --
551-664-3699,Xuân tóc đỏ - 19,Chưa bắt đầu,Không có,USD,"23,52","US$23,52", --,MCC_US_USD 7,113-723-7064, --, --, --
834-893-4433,Xuân tóc đỏ - T11 - 7,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 2,130-716-7150, --, --, --
529-919-5945,CKLT_43,Chưa bắt đầu,Không có,USD,"0,55","US$0,55", --,MCC_US_USD 6,112-880-6144, --, --, --
742-949-1303,thuy 14,Chưa bắt đầu,Không có,USD,"1,63","US$1,63", --,RAP Phúc 60% XTĐ,571-560-5907, --, --, --
153-448-2346,Aspire 0012,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC BALAU,729-195-3348, --, --, --
630-002-6060,Dinh 16,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 5,149-505-5143, --, --, --
462-541-5544,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCCmrbeo1,401-832-6891, --, --, --
983-620-3570,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,RAP 5,675-416-9472, --, --, --
767-027-4217,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 7,420-035-4378, --, --, --
715-160-0047,US_USD,Chưa bắt đầu,Không có,USD,"0,49","US$0,49", --,MCC_US_USD 10,117-344-8882, --, --, --
804-207-3533,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 7,420-035-4378, --, --, --
638-489-0386,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD XTD 55% T11 01,472-472-2611, --, --, --
119-356-9605,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 1,374-402-1731, --, --, --
841-110-1001,Xuân tóc đỏ - T11 - 15,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 2,130-716-7150, --, --, --
892-620-6094,Account_53_12:08,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,FREE,355-294-3884, --, --, --
704-775-1729,US_USD,Chưa bắt đầu,Không có,USD,"0,50","US$0,50", --,MCC_US_USD 10,117-344-8882, --, --, --
733-068-7352,XuanHinh24,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 4,147-610-6142, --, --, --
122-485-0541,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 41tk,106-086-7019, --, --, --
517-077-4545,CKLT_23,Chưa bắt đầu,Không có,USD,"0,53","US$0,53", --,MCC_US_USD 6,112-880-6144, --, --, --
862-123-9433,Account_37_12:38,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,CAFE 4,601-118-1698, --, --, --
169-955-8148,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 1,374-402-1731, --, --, --
395-761-4807,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 4,111-997-4247, --, --, --
668-420-8378,Tu 48 (-5) 2$,Chưa bắt đầu,Không có,USD,"0,52","US$0,52", --,MCC_US_USD 9 Chính 60% XTĐ,116-190-6607, --, --, --
591-550-1401,Aspire 0012,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC BALAU,729-195-3348, --, --, --
545-505-6845,Xuân tóc đỏ - 12,Chưa bắt đầu,Không có,USD,"104,45","US$104,45", --,MCC_US_USD 7,113-723-7064, --, --, --
772-219-9798,Kính Vạn Bông 1,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC 50 TK,286-349-7958, --, --, --
197-402-7860,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD LUKE,169-032-1492, --, --, --
849-099-0942,11/12 광고 생성 완료,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCCMRBEO3,414-443-8890, --, --, --
893-982-4184,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCCMRBEO3,414-443-8890, --, --, --
987-276-9080,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_U,231-275-4200, --, --, --
996-520-4684,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_U,231-275-4200, --, --, --
151-059-4894,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD LUKE,169-032-1492, --, --, --
356-523-7994,US_USD 2$,Chưa bắt đầu,Không có,USD,"0,88","US$0,88", --,MCC_US_USD 3 Sáng 60% XTĐ,110-599-1119, --, --, --
704-460-3492,US_USD-37,Chưa bắt đầu,Không có,USD,"1,00","US$1,00", --,MCC_US_USD 8,445-996-7135, --, --, --
296-036-5115,suân03,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 9,166-768-3313, --, --, --
268-616-6819,Xuân_Lanh 08,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,Tôi Yêu GG 7,948-882-5078, --, --, --
210-917-4133,Account_2_11:22,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MAICO 4,512-612-2347, --, --, --
942-594-0723,5,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,RAP 5,675-416-9472, --, --, --
113-961-1717,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 1,374-402-1731, --, --, --
213-645-6650,MY 3,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 2,381-205-7317, --, --, --
348-549-1799,US_USD 2$,Chưa bắt đầu,Không có,USD,"0,68","US$0,68", --,MCC_US_USD 3 Sáng 60% XTĐ,110-599-1119, --, --, --
480-541-3558,DAT21,Chưa bắt đầu,Không có,USD,"1,30","US$1,30", --,MCC_US_USD 5 Hùng 60% XTĐ,112-636-5291, --, --, --
223-722-6713,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD LUKE,169-032-1492, --, --, --
446-751-4768,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCCmrbeo1,401-832-6891, --, --, --
554-540-3397,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC MRBEO2,493-356-2599, --, --, --
283-011-5676,XTD-13,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 9,166-768-3313, --, --, --
202-573-4035,MY 12,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 2,381-205-7317, --, --, --
162-181-3999,Account_20_14:21,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,HAM 6,869-228-1401, --, --, --
567-544-8568,CORE I9,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC 48 TK 335,833-832-2725, --, --, --
708-754-9643,US_USD-43,Chưa bắt đầu,Không có,USD,"0,99","US$0,99", --,MCC_US_USD 8,445-996-7135, --, --, --
711-097-5591,XuanHai-21,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 4,147-610-6142, --, --, --
432-891-4794,US_USD K,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 7,151-719-9666, --, --, --
782-990-8462,US_USD Viên30,Chưa bắt đầu,Không có,USD,"0,62","US$0,62", --,RAP 1,911-647-3535, --, --, --
301-531-4097,Account_38_19:25,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,Tôi Yêu GG 3 Sáng 60% XTĐ,721-546-1311, --, --, --
129-607-3137,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 41tk,106-086-7019, --, --, --
358-995-3874,Account_47_13:33,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,CAFE 4,601-118-1698, --, --, --
882-151-7997,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCCMRBEO3,414-443-8890, --, --, --
697-891-2298,Account_6_10:03,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC 8386 Nga 60% XTĐ,879-624-9825, --, --, --
754-929-2643,XN-18,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 3,132-562-2495, --, --, --
978-028-8082,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,RAP 5,675-416-9472, --, --, --
828-126-4833,US_USD,Chưa bắt đầu,Không có,USD,"804,36","US$804,36", --,RAP 2,261-652-8333, --, --, --
738-089-8374,thuy 12,Chưa bắt đầu,Không có,USD,"47,53","US$47,53", --,RAP Phúc 60% XTĐ,571-560-5907, --, --, --
699-537-5995,Account_12_10:43,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,CAFE 3,227-345-1768, --, --, --
182-604-4645,US_USD Van 98,Chưa bắt đầu,Không có,USD,"2,59","US$2,59", --,MCC_US_USD 1,105-318-6986, --, --, --
494-154-4309,A 13,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 6,149-874-4321, --, --, --
173-684-2388,Account_37_13:28,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,CAFE 4,601-118-1698, --, --, --
500-733-1964,CKLT_06,Chưa bắt đầu,Không có,USD,"0,54","US$0,54", --,MCC_US_USD 6,112-880-6144, --, --, --
862-381-0795,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCCMRBEO3,414-443-8890, --, --, --
594-951-9194,CORE I9,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC 48 TK 335,833-832-2725, --, --, --
422-991-6025,Account_19_15:28,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,OK 4,334-925-1345, --, --, --
848-584-8223,11/12 광고 생성 완료,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCCMRBEO3,414-443-8890, --, --, --
323-874-0572,AOE 0156,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC KITABAKA,604-575-0835, --, --, --
629-030-9933,Account_46_10:45,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC 8386 Nga 60% XTĐ,879-624-9825, --, --, --
892-756-8852,Xuân tóc đỏ - T11 - 78,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 2,130-716-7150, --, --, --
336-078-8890,Account_4_11:33,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,ANTAY 1,252-804-6637, --, --, --
905-884-3433,AOE 0156,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC KITABAKA,604-575-0835, --, --, --
829-727-9325,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,RAP 2,261-652-8333, --, --, --
423-630-4235,US_USD L K,Chưa bắt đầu,Không có,USD,"0,02","US$0,02", --,MCC_US_USD 7,151-719-9666, --, --, --
971-639-2770,Account_9_13:42,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,ANTAY 1,252-804-6637, --, --, --
812-891-8156,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,RAP 2,261-652-8333, --, --, --
667-707-3068,Tu 45 (-7) 2$ ok,Chưa bắt đầu,Không có,USD,"164,91","US$164,91", --,MCC_US_USD 9 Chính 60% XTĐ,116-190-6607, --, --, --
471-465-3735,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCCmrbeo1,401-832-6891, --, --, --
249-836-2045,Account_93_16:05,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,OK 5,383-127-7729, --, --, --
602-147-6596,US_USD XTD 60 T11 64,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD XTD 55% T11 01,472-472-2611, --, --, --
735-398-7521,XN-02,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 3,132-562-2495, --, --, --
898-893-3466,Xuân tóc đỏ - T11 - 91,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 2,130-716-7150, --, --, --
191-049-5700,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 1,374-402-1731, --, --, --
642-482-8264,Quan 18 (-5) 2$,Chưa bắt đầu,Không có,USD,"0,41","US$0,41", --,MCC_US_USD 9 Chính 60% XTĐ,116-190-6607, --, --, --
697-595-6035,Account_7_13:41,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,FREE,355-294-3884, --, --, --
113-220-6882,US_USD Van 11,Chưa bắt đầu,Không có,USD,"0,16","US$0,16", --,MCC_US_USD 1,105-318-6986, --, --, --
349-787-1962,Account_15_15:26,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,OK 4,334-925-1345, --, --, --
887-854-3737,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,RAP 3,685-606-0190, --, --, --
300-078-8137,suân19,Chưa bắt đầu,Không có,USD,"0,59","US$0,59", --,MCC_US_USD 9,166-768-3313, --, --, --
455-143-8119,Account_30_16:47,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MAICO 1,971-980-0129, --, --, --
191-475-2298,P12,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 2,381-205-7317, --, --, --
577-947-6566,Bơ 27,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 5,149-505-5143, --, --, --
262-904-8400,P3,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 2,381-205-7317, --, --, --
213-274-0993,Account_31_21:36,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,XTD Chinh 60%,571-049-5280, --, --, --
169-499-3252,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 1,374-402-1731, --, --, --
926-270-8088,Xi-21,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 1,125-244-4190, --, --, --
354-948-4515,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,EN,400-363-4488, --, --, --
956-820-7178,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_U,231-275-4200, --, --, --
620-536-3331,Dinh 10,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 5,149-505-5143, --, --, --
896-267-2309,Xuân tóc đỏ - T11 - 85,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 2,130-716-7150, --, --, --
117-004-7196,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 1,374-402-1731, --, --, --
481-801-6909,Account_13_21:26,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,XTD Chinh 60%,571-049-5280, --, --, --
671-468-7360,Xuan_Long 01,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 4,147-610-6142, --, --, --
443-454-7648,US_USD,Chưa bắt đầu,Không có,USD,"0,57","US$0,57", --,MCC_US_USD 5 Hùng 60% XTĐ,112-636-5291, --, --, --
133-118-8888,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 1,374-402-1731, --, --, --
909-253-5899,Account_21_16:42,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MAICO 1,971-980-0129, --, --, --
820-068-4527,Account_16_13:47,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,HIT 1,680-505-0931, --, --, --
133-411-2994,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 1,374-402-1731, --, --, --
726-165-2160,thuy 6,Chưa bắt đầu,Không có,USD,"5,08","US$5,08", --,RAP Phúc 60% XTĐ,571-560-5907, --, --, --
508-507-3274,CKLT_16,Chưa bắt đầu,Không có,USD,"0,52","US$0,52", --,MCC_US_USD 6,112-880-6144, --, --, --
331-002-1799,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 3,394-514-8586, --, --, --
728-508-1890,US_USD-74,Chưa bắt đầu,Không có,USD,"1,00","US$1,00", --,MCC_US_USD 8,445-996-7135, --, --, --
383-908-2598,US_USD 79,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 8,156-309-0729, --, --, --
565-803-6327,Xuân tóc đỏ - 33,Chưa bắt đầu,Không có,USD,"113,88","US$113,88", --,MCC_US_USD 7,113-723-7064, --, --, --
695-620-4137,US_USD,Chưa bắt đầu,Không có,USD,"0,47","US$0,47", --,MCC_US_USD 10,117-344-8882, --, --, --
252-815-7288,Account_13_09:55,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,LIE 767 LUKE,286-845-2545, --, --, --
194-119-0301,MY 16,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 2,381-205-7317, --, --, --
977-717-2945,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 1,125-244-4190, --, --, --
815-674-6339,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,RAP 2,261-652-8333, --, --, --
361-603-7242,12,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,EN,400-363-4488, --, --, --
881-822-9796,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCCMRBEO3,414-443-8890, --, --, --
367-200-9470,Account_88_16:02,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,OK 5,383-127-7729, --, --, --
645-943-6174,US_USD XTD 60 T11 11,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD XTD 55% T11 01,472-472-2611, --, --, --
319-867-4076,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 3,394-514-8586, --, --, --
189-496-6352,X_08,Chưa bắt đầu,Không có,USD,"49,77","US$49,77", --,MCC_US_USD 2,105-562-7839, --, --, --
476-994-4115,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCCmrbeo1,401-832-6891, --, --, --
470-333-8425,Account_19_11:50,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,FREE,355-294-3884, --, --, --
846-378-3142,Aspire 0012,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC BALAU,729-195-3348, --, --, --
580-268-0274,Account_36_11:37,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,LIE 767 LUKE,286-845-2545, --, --, --
812-482-8001,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 7,420-035-4378, --, --, --
682-945-7570,CKTHU_20,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MAICO 2,363-948-0209, --, --, --
547-244-9223,Xuân tóc đỏ - 15,Chưa bắt đầu,Không có,USD,"94,33","US$94,33", --,MCC_US_USD 7,113-723-7064, --, --, --
783-994-1399,Account_4_22:11,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,XTD Chinh 60%,571-049-5280, --, --, --
906-580-4731,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCCMRBEO3,414-443-8890, --, --, --
451-286-4890,Account_51_18:14,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,Tôi Yêu GG 4 Phúc 60% XTĐ,407-989-0100, --, --, --
706-691-0676,XuanHai-17,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 4,147-610-6142, --, --, --
634-804-1166,Dinh 21,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 5,149-505-5143, --, --, --
474-909-7093,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCCmrbeo1,401-832-6891, --, --, --
362-056-1474,US_USD 49,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 8,156-309-0729, --, --, --
897-492-5750,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCCMRBEO3,414-443-8890, --, --, --
565-815-1703,Bơ 21,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 5,149-505-5143, --, --, --
914-119-6919,Account_60_14:47,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD XTD 55% T11 02,636-579-6691, --, --, --
182-288-2223,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD LUKE,169-032-1492, --, --, --
466-854-8944,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCCmrbeo1,401-832-6891, --, --, --
928-796-7748,Xuan Hung 10,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,Tôi Yêu GG 7,948-882-5078, --, --, --
556-302-9366,CSGO - 222,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC Hoàng,109-986-8652, --, --, --
887-974-7611,Account_8_14:24,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,HIT 1,680-505-0931, --, --, --
258-435-6486,X-02,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 9,166-768-3313, --, --, --
241-151-8370,X_55,Chưa bắt đầu,Không có,USD,"1,10","US$1,10", --,MCC_US_USD 2,105-562-7839, --, --, --
685-346-0398,Xuan_Long 21,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 4,147-610-6142, --, --, --
653-344-9533,suan_thach_07,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 4,147-610-6142, --, --, --
